scientific_name,authority,category
Podocarpus polyspermus,de Laub.,EN
Acmopyle pancheri,(Brongn. &amp; Gris) Pilg.,NT
Austrotaxus spicata,Compton,NT
Beauprea congesta,Virot,EN
Kermadecia pronyensis,(Guillaumin) Guillaumin,NT
Virotia neurophylla,(Guillaumin) Virot,VU
Stenocarpus villosus,Brongn. &amp; Gris,EN
Stenocarpus dumbeensis,Guillaumin,EX
Stenocarpus heterophyllus,Brongn. &amp; Gris,EN
Beauprea crassifolia,Virot,VU
Aloe comosa,Marloth &amp; A.Berger,DD
Aloe khamiesensis,Pillans,DD
Aloidendron pillansii,(L.Guthrie) Klopper &amp; Gideon F.Sm.,CR
Elaeocarpus moratii,Tirel,EN
Elaeocarpus colnettianus,Guillaumin,EN
Sloanea lepida,Tirel,EN
Sloanea suaveolens,Tirel,CR
Plerandra costata,"(A.C.Sm.) G.M.Plunkett, Lowry &amp; Frodin",VU
Schefflera euthytricha,A.C.Sm.,EN
Plerandra seemanniana,"(A.C.Sm.) G.M.Plunkett, Lowry &amp; Frodin",LR/lc
Schefflera vitiensis,(A.Gray) Seem.,LR/lc
Geissois imthurnii,Turrill,EN
Geissois superba,Gillespie,VU
Geissois stipularis,A.C.Sm.,EN
Pullea perryana,A.C.Sm.,LR/nt
Spiraeanthemum graeffei,Seem.,EN
Spiraeanthemum katakata,Seem.,LR/lc
Spiraeanthemum serratum,Gillespie,EN
Weinmannia exigua,A.C.Sm.,CR
Weinmannia richii,A.Gray,LR/lc
Weinmannia spiraeoides,A.Gray,EX
Weinmannia vitiensis,Seem.,VU
Metrosideros ochrantha,A.C.Sm.,CR
Gardenia anapetes,A.C.Sm.,CR
Gardenia candida,A.C.Sm.,CR
Gardenia gordonii,Baker,LR/nt
Gardenia grievei,Horne ex Baker,EN
Gardenia hillii,Horne ex Baker,VU
Gardenia hutchinsoniana,Turrill,LR/lc
Gardenia storckii,Oliv.,LR/nt
Gardenia vitiensis,Seem.,CR
Endiandra lecardii,Guillaumin,VU
Cryptocarya bitriplinervia,Kosterm.,DD
Litsea imbricata,Guillaumin,EN
Astronidium saulae,A.C.Sm.,DD
Dacrydium nausoriense,de Laub.,EN
Acmopyle sahniana,J.T.Buchholz &amp; N.E.Gray,CR
Podocarpus affinis,Seem.,NT
Pandanus joskei,Horne,VU
Pandanus taveuniensis,H. St. John,VU
Homalium mathieuanum,(Vieill.) Briq.,EN
Homalium rubrocostatum,Sleumer,EN
Homalium betulifolium,Daniker,NT
Homalium polystachyum,(Vieill.) Briq.,CR
Homalium buxifolium,Däniker,EN
Homalium juxtapositum,Sleumer,EN
Homalium rubiginosum,(Vieill.) Warb.,EN
Homalium sleumerianum,Lescot,VU
Lasiochlamys mandjeliana,Sleumer,VU
Lasiochlamys hurlimannii,(Guillaumin) Sleumer,EN
Lasiochlamys pseudocoriacea,Sleumer,VU
Lasiochlamys trichostemona,(Guillaumin) Sleumer,LR/cd
Xylosma peltatum,(Sleumer) Lescot,CR
Xylosma capillipes,Guillaumin,EN
Xylosma inaequinervium,Sleumer,EN
Xylosma pininsulare,Guillaumin,CR
Xylosma molestum,Sleumer,VU
Xylosma serpentinum,Sleumer,VU
Xylosma boulindae,Sleumer,VU
Xylosma tuberculatum,Sleumer,EN
Xylosma grossecrenatum,(Sleumer) Lescot,EN
Xylosma kaalaensis,Sleumer,EN
Casearia kaalaensis,Lescot &amp; Sleumer,EN
Casearia coriifolia,Lescot &amp; Sleumer,NT
Juniperus blancoi,Martínez,NT
Juniperus durangensis,Martínez,LC
Juniperus jaliscana,Martínez,EN
Astronidium pallidiflorum,A.C.Sm.,CR
Aglaia gracilis,A.C.Sm.,CR
Cyrtandra tempestii,Horne ex C.B.Clarke,VU
Cyrtandra denhamii,Seem.,CR
Cyrtandra taviunensis,Gillespie,VU
Cyrtandra anthropophagorum,Seem. ex A.Gray,LR/lc
Cyrtandra kandavuensis,A.C.Sm.,VU
Cyrtandra spathacea,A.C.Sm.,VU
Symplocos sousae,Almeda,EN
Guarea pyriformis,Pennington,VU
Pycnandra petiolata,(Vink) Munzinger &amp; Swenson,LC
Pycnandra kaalaensis,Aubrév.,NT
Pouteria brevipedicellata,(P.Royen) ined.,EN
Planchonella pinifolia,(Baill.) Dubard,EN
Planchonella kaalaensis,Aubrév.,NT
Planchonella contermina,Pierre ex Dubard,NT
Pichonia daenikeri,"(Aubrév.) Swenson, Bartish &amp; Munzinger",VU
Pycnandra blanchonii,(Aubrév.) Swenson &amp; Munzinger,NT
Pycnandra francii,(Guillaumin &amp; Dubard) Swenson &amp; Munzinger,LC
Pycnandra goroensis,(Aubrév.) Munzinger &amp; Swenson,CR
Ochrosia grandiflora,Boiteau,VU
Neisosperma thiollierei,(Montr.) Boit.,CR
Neisosperma brevituba,(Boit.) Boit.,VU
Neisosperma sevenetii,(Boiteau) Boiteau,CR
Cerberiopsis obtusifolia,(Van Heurck &amp; F. Muell.) Boit.,VU
Cerberiopsis neriifolia,(S. Moore) Boit.,VU
Streblus sclerophyllus,Corner,VU
Nothofagus discoidea,(Baum.-Bod.) Steenis,EN
Oxanthera undulata,(Guillaumin) Swingle,CR
Nothofagus baumanniae,(Baum.-Bod.) Steenis,EN
Balanops balansae,Baill.,LR/cd
Gmelina lignum-vitreum,Guillaumin,CR
Zieria chevalieri,Virot,EN
Jaffrea erubescens,(Baill.) H.C.Hopkins &amp; Pillon,EN
Semecarpus riparia,Virot,EN
Canarium whitei,Guillaumin,CR
Thiollierea pachyphylla,Guillaumin,EN
Pandanus clandestinus,B.C.Stone,EN
Serianthes petitiana,Guillaumin,LR/cd
Platyspermation crassifolium,Guillaumin,NT
Ixora margaretae,(N. Hallé) Mouly &amp; B. Bremer,VU
Pachypodium namaquanum,(Wyley ex Harv.) Welw.,LC
Bocquillonia arborea,Airy Shaw,EN
Weinmannia ouaiemensis,(Guillaumin &amp; Virot) Hoogland,CR
Cossinia trifoliata,(Baill.) Radlk.,VU
Pandanus lacuum,H.St.John,EN
Delarbrea balansae,(Baill.) Lowry &amp; G.M.Plunkett,VU
Oxera crassifolia,Virot,NT
Oxera nuda,Virot,VU
Geijera salicifolia,Schott,LC
Cyclophyllum tenuipes,Guillaumin,VU
Thiollierea lenormandii,Halle &amp; Jeremie,EN
Thiollierea kaalaensis,(N.Hallé &amp; Jérémie) Barrabé &amp; Mouly,EN
Maingaya malayana,Oliv.,VU
Aloidendron ramosissimum,(Pillans) Klopper &amp; Gideon F.Sm.,EN
Goniothalamus wynaadensis,(Bedd.) Bedd.,NT
Orophea thomsoni,Beddome,EN
Orophea uniflora,Hook.f. &amp; Thomson,NT
Polyalthia malabarica,(Bedd.) I.M.Turner,NT
Polyalthia rufescens,Hook.f. &amp; Thomson,EN
Popowia beddomeana,Hook.f. &amp; Thomson,EN
Sageraea laurifolia,(J.Graham) Blatt.,LR/nt
Garcinia imbertii,Bourd.,CR
Agasthiyamalaia pauciflora,(Bedd.) S.Rajkumar &amp; Janarth.,CR
Hopea erosa,(Bedd.) Slooten,CR
Hopea jacobi,C.E.C.Fisch.,CR
Vateria macrocarpa,B.L.Gupta,CR
Eriolaena lushingtonii,Dunn,VU
Pterospermum reticulatum,Wight &amp; Arn.,VU
Dysoxylum beddomei,Hiern,EN
Dysoxylum ficiforme,(Wight) Gamble,VU
Anacolosa densiflora,Bedd.,EN
Ilex gardneriana,Wight,CR
Euonymus angulatus,Wight,VU
Euonymus paniculatus,Wight ex M. Lawson,EN
Euonymus serratifolius,Beddome,EN
Microtropis densiflora,Wight,EN
Buchanania barberi,Gamble,CR
Buchanania lanceolata,Wight,VU
Nothopegia aureo-fulva,Beddome ex Hook.f.,CR
Cynometra beddomei,Prain,EN
Cynometra bourdillonii,Gamble,EN
Cynometra travancorica,Bedd.,EN
Humboldtia bourdillonii,Prain,EN
Humboldtia decurrens,Bedd. ex Oliv.,LR/nt
Humboldtia laurifolia,Vahl,VU
Vachellia campbellii,(Arn.) A.Deshp. &amp; Maslin,VU
Eugenia discifera,Gamble,EN
Eugenia singampattiana,Beddome,EN
Meteoromyrtus wynaadensis,(Beddome) Gamble,CR
Syzygium benthamianum,(Wight ex Duthie) Gamble,VU
Syzygium chavaran,(Bourd.) Gamble,EN
Syzygium myhendrae,(Beddome ex Brandis) Gamble,EN
Syzygium occidentale,(Bourd.) D.N.Ghandhi,VU
Syzygium palghatense,Gamble,CR
Syzygium stocksii,(Duthie) Gamble,EN
Syzygium travancoricum,Gamble,CR
Memecylon flavescens,Gamble,EN
Memecylon sisparense,Gamble,CR
Heptapleurum bourdillonii,(Gamble) Lowry &amp; G.M.Plunkett,EN
Ixora johnsonii,Hook.f.,CR
Ixora lawsoni,Gamble,EN
Ixora saulierei,Gamble,EN
Lasianthus ciliatus,Wight,VU
Psychotria globicephala,Gamble,EN
Saprosma fragrans,(Bedd.) Bedd.,VU
Wendlandia angustifolia,Wight,EN
Ardisia amplexicaulis,Beddome,EN
Rapanea striata,Mez,EN
Madhuca bourdillonii,(Gamble) H.J.Lam,EN
Symplocos anamallayana,Beddome,EN
Symplocos barberi,Gamble,EN
Myristica malabarica,Lam.,VU
Actinodaphne bourneae,Gamble,EN
Actinodaphne lanata,Meisn.,VU
Actinodaphne salicina,Meisn.,EN
Cinnamomum perrottetii,Meissner,EN
Cinnamomum riparium,Gamble,EN
Cryptocarya stocksii,Meissner,VU
Litsea travancorica,Gamble,VU
Glochidion bourdillonii,Gamble,VU
Glochidion pauciflorum,Gamble,EN
Commiphora wightii,(Arn.) Bhandari,CR
Rhamnella gilgitica,Mansf. &amp; Melch.,VU
Goniothalamus simonsii,Hook.f. &amp; Thomson,EN
Magnolia griffithii,Hook.f. &amp; Thomson,DD
Magnolia gustavii,King,CR
Magnolia punduana,(Hook.f. &amp; Thomson) Figlar,DD
Ilex khasiana,Purkay.,CR
Ilex venulosa,Hook.f.,EN
Rhododendron subansiriense,D.F.Chamb. &amp; Cox,VU
Abies koreana,E.H.Wilson,EN
Thuja koraiensis,Nakai,VU
Fagus hayatae,Palib. ex Hayata,VU
Lithocarpus dodonaeifolius,(Hayata) Hayata,EN
Sassafras randaiense,(Hayata) Rehder,VU
Cinnamomum reticulatum,Hayata,VU
Salix kusanoi,(Hayata) C.K.Schneid.,EN
Photinia lasiopetala,Hayata,VU
Prunus taiwaniana,Hayata,VU
Prunus transarisanensis,Hayata,LR/nt
Calocedrus formosana,(Florin) Florin,EN
Taiwania cryptomerioides,Hayata,VU
Heptapleurum taiwanianum,(Nakai) G.M.Plunkett &amp; Lowry,LR/lc
Cunninghamia konishii,Hayata,EN
Euonymus pallidifolia,Hayata,CR
Euonymus huangii,H.Y.Li &amp; Yuen P.Yang,VU
Magnolia kachirachirai,(Kaneh. &amp; Yamam.) Dandy,EN
Lithocarpus formosanus,(Skan) Hayata,CR
Gleditsia rolfei,S.Vidal,EN
Amentotaxus formosana,H.L.Li,VU
Cinnamomum brevipedunculatum,Chang,EN
Cornus monbeigii,Hemsley,VU
Euonymus grandiflorus,Wall.,LR/lc
Picea brachytyla,(Franch.) E.Pritz.,VU
Photinia lasiogyna,(Franch.) C.K.Schneid.,VU
Sorbus wallichii,(Hook.f.) T.T.Yu,LR/lc
Magnolia wilsonii,(Finet &amp; Gagnep.) Rehder,NT
Sloanea tomentosa,(Benth.) Rehder &amp; E.H.Wilson,LR/lc
Picea neoveitchii,Mast.,CR
Picea aurantiaca,Mast.,EN
Pittosporum pauciflorum,Hook.,VU
Aralia leschenaultii,(DC.) J.Wen,LR/lc
Eucommia ulmoides,Oliver,VU
Toxicodendron delavayi,(Franch.) F.A.Barkley,LR/cd
Aralia wangshanensis,(W.C.Cheng) Y.F.Deng,LR/cd
Sloanea assamica,Rehder &amp; E. Wilson,LR/lc
Liriodendron chinense,(Hemsl.) Sarg.,NT
Prunus henryi,(C.K.Schneid.) Koehne,LR/lc
Euonymus lanceifolia,Loes.,VU
Larix mastersiana,Rehd. &amp; E.H.Wilson,EN
Magnolia sargentiana,Rehder &amp; E.H.Wilson,VU
Picea koyamae,Shirasawa,CR
Pseudotsuga japonica,(Shiras.) Beissn.,EN
Quercus dentata,Thunb.,LC
Ilex praetermissa,Kiew,VU
Caryocar costaricense,J.D.Sm.,EN
Miconia santaritensis,Almeda,VU
Miconia centrosperma,Almeda,LC
Viburnum costaricanum,(Oerst.) Hemsl.,LR/nt
Viburnum stellatotomentosum,(Oerst.) Hemsl.,LR/nt
Hernandia didymantha,Donn.Sm.,LC
Hernandia stenura,Standl.,LC
Zelkova carpinifolia,(Pall.) K.Koch,VU
Sambucus tigranii,Troitsky,VU
Platycladus orientalis,(L.) Franco,NT
Tristaniopsis polyandra,(Guillaumin) Peter G.Wilson &amp; J.T.Waterh.,CR
Tristaniopsis vieillardii,Brongn. &amp; Gris,EN
Metrosideros humboldtiana,Guillaumin,EN
Xanthostemon sulfureus,Guillaumin,VU
Xanthostemon sebertii,Guillaumin,EX
Pericopsis mooniana,Thwaites,VU
Dipterocarpus hasseltii,Blume,EN
Hopea sangal,Korth.,VU
Dipterocarpus gracilis,Blume,VU
Eusideroxylon zwageri,Teijsm. &amp; Binn.,VU
Erythrina euodiphylla,Hassk.,VU
Alstonia spatulata,Blume,LC
Vatica bantamensis,(Hassk.) Benth. &amp; Hook.ex Miq.,CR
Saurauia villosa,DC.,VU
Saurauia scabrida,Hemsl.,LR/lc
Saurauia leucocarpa,Schltdl.,VU
Terminalia cherrieri,McKee,EN
Pyrus hakkiarica,Browicz,DD
Pyrus anatolica,Browicz,LR/nt
Elaeocarpus prunifolius,(Müll.Berol.) Wall. ex Mast.,VU
Pittosporum eriocarpum,Royle,EN
Picea farreri,C.N.Page &amp; Rushforth,VU
Toona ciliata,M.Roem.,LC
Neolitsea daibuensis,Kamik.,EN
Cinnamomum osmophloeum,Kaneh.,VU
Cinnamomum kotoense,Kaneh. &amp; Sasaki,CR
Diospyros kotoensis,T.Yamaz.,EN
Barringtonia asiatica,(L.) Kurz,LC
Prunus grisea,(Blume ex Müll.Berol.) Kalkman,LR/lc
Geniostoma uninervium,A.C. Smith &amp; Stone,LR/lc
Geniostoma clavigerum,A.C. Smith &amp; Stone,CR
Geniostoma macrophyllum,Gillespie,LC
Geniostoma stipulare,A.C.Sm. &amp; B.C.Stone,EN
Geniostoma confertiflorum,A.C. Smith &amp; Stone,LR/lc
Monteverdia stipitata,(Lundell) Biral,VU
Podocarpus costalis,C.Presl,EN
Paulownia kawakamii,Ito,CR
Eurycorymbus cavaleriei,(A. Leve.) Rehder &amp; Hand.-Mazz.,LR/nt
Araucaria araucana,(Molina) K.Koch,EN
Pitavia punctata,Molina,EN
Gomortega keule,(Molina) Baill.,EN
Citronella mucronata,(Ruiz &amp; Pav.) D. Don,VU
Austrocedrus chilensis,(D.Don) Pichi-Serm. &amp; Bizzarri,NT
Morella rivas-martinezii,A.Santos &amp; J.Herb.,CR
Abies kawakamii,(Hayata) T.Itô,NT
Chrysodracon fernaldii,(H.St.John) P.-L.Lu &amp; Morden,EN
Sapindus oahuensis,Hillebrand,VU
Gardenia mannii,H.St.John &amp; Kuykendall,CR
Beilschmiedia lumutensis,Gamble,VU
Cleistanthus kingii,Jabl.,LR/cd
Pistacia malayana,M.R.Hend.,LR/lc
Popowia velutina,King,LC
Miliusa parviflora,Ridl.,VU
Canarium perlisanum,Leenh.,VU
Cleistanthus glaucus,Jabl.,VU
Cleistanthus parvifolius,Hook.f.,VU
Drypetes nervosa,(Hook.f.) Pax &amp; K.Hoffm.,VU
Drypetes oxyodonta,Airy Shaw,VU
Homalium kunstleri,King,VU
Scolopia steenisiana,Sleumer,VU
Mangifera andamanica,King,NT
Mangifera altissima,Blanco,DD
Diospyros philippinensis,A.DC.,NT
Rhizophora apiculata,Blume,LC
Millettia pterocarpa,Dunn,VU
Lagerstroemia langkawiensis,Furtado &amp; Montien,EN
Madhuca calcicola,P.Royen,EN
Madhuca ridleyi,H.J.Lam,VU
Mangifera indica,L.,DD
Mangifera gracilipes,Hook.f.,LR/lc
Mangifera foetida,Lour.,LC
Mangifera macrocarpa,Blume,VU
Mangifera pajang,Kosterm.,VU
Mangifera parvifolia,Boerl. &amp; Koord.,LR/lc
Mangifera pentandra,Hook.f.,DD
Mangifera similis,Blume,VU
Mangifera superba,Hook.f.,EN
Mangifera zeylanica,(Blume) Hook.f.,VU
Mangifera odorata,Griff.,DD
Mangifera caesia,Jack,NT
Mangifera monandra,Merr.,NT
Mangifera sylvatica,Roxb.,LR/lc
Agathis flavescens,Ridl.,VU
Dacrydium comosum,Corner,EN
Podocarpus deflexus,Ridl.,NT
Saurauia malayana,Hoogland,LR/cd
Saurauia rubens,Ridl.,LR/nt
Gluta capituliflora,Ding Hou,LR/lc
Gluta lanceolata,Ridl.,LR/lc
Melanochyla nitida,King,LR/lc
Swintonia robinsonii,Ridl.,LR/lc
Alphonsea curtisii,King,NT
Alphonsea maingayi,Hook.f. &amp; Thomson,LC
Drepananthus olivaceus,(King) Survesw. &amp; R.M.K.Saunders,DD
Drepananthus pahangensis,M.R.Hend.,LR/lc
Drepananthus pruniferus,Maingay ex Hook.f. &amp; Thomson,LR/lc
Dipterocarpus perakensis,Ashton,EN
Dipterocarpus rotundifolius,Foxw.,EN
Hopea auriculata,Foxw.,CR
Hopea glaucescens,Symington,VU
Hopea johorensis,Symington,VU
Hopea polyalthioides,Symington,EN
Hopea pubescens,Ridl.,VU
Hopea subalata,Symington,CR
Hopea sublanceolata,Symington,VU
Hopea sulcata,Symington,NT
Parashorea densiflora,Slooten &amp; Symington,NT
Shorea bentongensis,Foxw.,VU
Shorea ciliata,King,NT
Shorea collina,Ridl.,VU
Shorea kuantanensis,P.S.Ashton,CR
Shorea lumutensis,Symington,CR
Shorea maxima,(King) Symington,NT
Shorea submontana,Symington,NT
Vatica bella,Slooten,DD
Vatica cuspidata,(Ridley) Symington,NT
Vatica flavida,Foxw.,CR
Vatica heteroptera,Symington,NT
Vatica hullettii,(Ridl.) P.S.Ashton,VU
Vatica lobata,Foxw.,EN
Vatica lowii,King,EN
Vatica pallida,Dyer,EN
Vatica scortechinii,(King) Brandis,EN
Diospyros adenophora,Bakh.,LR/lc
Diospyros argentea,Griff.,LR/lc
Diospyros bibracteata,Bakh.,LR/lc
Diospyros blumutensis,Ng,VU
Diospyros conformis,Bakh.,VU
Diospyros daemona,Bakh.,VU
Diospyros foxworthyi,Bakh.,LR/lc
Diospyros gambleana,Bakh.,VU
Diospyros ismailii,Ng,LR/lc
Diospyros johorensis,Ng,LR/cd
Diospyros kingii,Bakh.,VU
Diospyros penangiana,King &amp; Gamble,LR/lc
Diospyros rufa,King &amp; Gamble,LR/lc
Diospyros selangorensis,Bakh.,VU
Diospyros trengganuensis,Ng,LR/lc
Diospyros tristis,King &amp; Gamble,LR/lc
Rhododendron wrayi,King &amp; Gamble,LR/lc
Erythroxylum kochummenii,Ng,VU
Antidesma cruciforme,Gage,LR/cd
Aporosa isabellina,Airy Shaw,LR/nt
Baccaurea polyneura,Hook.f.,LR/cd
Bridelia whitmorei,Airy Shaw,VU
Cleistanthus bracteosus,Jabl.,VU
Cleistanthus flavescens,Jabl.,LR/nt
Cleistanthus glandulosus,Jabl.,VU
Cleistanthus lanuginosus,Jabl.,LR/cd
Cleistanthus major,Airy Shaw,CR
Cleistanthus membranaceus,Hook.f.,LR/nt
Croton kelantanicus,Airy Shaw,VU
Croton gageanus,P.T.Li,VU
Croton macrocarpus,Ridl.,CR
Drypetes perakensis,Gage,VU
Glochidion carrickii,Airy Shaw,VU
Glochidion insulare,Hook.f.,VU
Glochidion stylosum,Ridley,VU
Glochidion symingtonii,Airy Shaw,VU
Koilodepas ferrugineum,Hook.f.,CR
Koilodepas wallichianum,Benth.,LR/cd
Lasiococca malaccensis,Airy Shaw,VU
Phyllanthus watsonii,Airy Shaw,LR/cd
Ptychopyxis triradiata,Airy Shaw,VU
Sauropus elegantissimus,Ridley,CR
Trigonostemon arboreus,Ridley,VU
Trigonostemon rufescens,Jabl.,LR/cd
Castanopsis catappifolia,King ex Hook.f.,CR
Castanopsis scortechinii,Gamble,VU
Lithocarpus burkillii,A.Camus,VU
Lithocarpus curtisii,(King ex Hook.f.) A.Camus,VU
Lithocarpus erythrocarpus,(Ridl.) A.Camus,VU
Lithocarpus kingianus,(Gamble) A.Camus,LR/cd
Lithocarpus kingii,(A. Camus) Whitm.,VU
Lithocarpus kunstleri,(King ex Hook.f.) A.Camus,LR/cd
Lithocarpus maingayi,(Benth.) Rehder,VU
Lithocarpus neorobinsonii,A.Camus,LR/nt
Casearia albicans,Wall. ex C.B.Clarke,DD
Casearia flexula,Ridl.,DD
Casearia macrocarpa,C.B.Clarke,VU
Homalium spathulatum,Ridl.,EN
Hydnocarpus cucurbitina,King,LR/cd
Hydnocarpus filipes,Symington &amp; Sleumer,VU
Hydnocarpus humei,Ridl.,VU
Hydnocarpus nana,King,LR/nt
Hydnocarpus scortechinii,King,EN
Ryparosa fasciculata,King,VU
Ryparosa scortechinii,King,LR/cd
Garcinia burkillii,Whitmore,LR/lc
Garcinia cantleyana,Whitmore,LR/lc
Garcinia clusiaefolia,Ridley,VU
Garcinia costata,Hemsl. ex King,VU
Garcinia diversifolia,King,LR/cd
Garcinia hendersoniana,Whitmore,LR/lc
Garcinia holttumii,Ridl.,VU
Garcinia monantha,Ridl.,LR/lc
Garcinia montana,Ridl.,VU
Garcinia murtonii,Whitmore,LR/lc
Garcinia opaca,King,LR/lc
Garcinia pyrifera,Ridl.,LR/lc
Garcinia uniflora,King,LR/lc
Mammea malayana,Kosterm.,VU
Mesua daphnifolia,(Ridl.) Kosterm.,LR/lc
Mesua kochummenia,Whitm.,VU
Mesua kunstleri,(King) Kosterm.,LR/lc
Mesua nivenii,Whitmore,LR/lc
Mesua nuda,Kosterm. ex Whitmore,LR/lc
Mesua purseglovei,Whitmore,VU
Mesua rosea,(Ridl.) Kosterm.,LR/cd
Mesua wrayi,(King) Kosterm.,LR/lc
Beilschmiedia pahangensis,Gamble,LR/lc
Barringtonia chaniana,(Whitmore) Prance,VU
Barringtonia maxwelliana,(Whitmore) Prance,VU
Barringtonia payensiana,Whitmore,VU
Crudia brevipes,Ridley,VU
Crudia glauca,Prain,DD
Crudia penduliflora,Ridl.,VU
Crudia scortechinii,Prain,VU
Fordia incredibilis,Whitmore,VU
Fordia lanceolata,Ridl.,VU
Fordia ophirensis,Ridl.,VU
Fordia pauciflora,Dunn,VU
Millettia decipiens,Prain,VU
Millettia unifoliata,Prain,VU
Ormosia gracilis,Prain,LR/cd
Ormosia polita,Prain,VU
Memecylon hullettii,King,VU
Memecylon kunstleri,King,VU
Horsfieldia flocculosa,(King) Warb.,VU
Horsfieldia fulva,(King) Warb.,VU
Horsfieldia superba,(Hk. f. &amp; Th.) Warb.,LR/nt
Knema lamellaria,Wild,VU
Knema oblongifolia,(King) Warb.,LR/cd
Knema plumulosa,Sincl.,VU
Knema retusa,(King) Warb.,VU
Myristica maingayi,Hk. f.,LR/nt
Eugenia anisosepala,Duthie,LR/lc
Eugenia benjamina,King,VU
Eugenia burkilliana,King,VU
Eugenia camptophylla,M.R. Henderson,CR
Eugenia caudata,King,VU
Eugenia cordifoliolata,Ridley,VU
Eugenia cyrtophylloides,Ridley,VU
Eugenia gageana,King,CR
Eugenia goniocalyx,Ridley,VU
Eugenia goodenovii,King,LR/lc
Eugenia inasensis,King,LR/lc
Eugenia jasminifolia,Ridley,LR/lc
Eugenia johorensis,Ridley,EN
Eugenia kemamensis,M.R. Henderson,LR/lc
Eugenia kiahii,Hend.,LR/lc
Eugenia klossii,Ridley,CR
Eugenia koordersiana,King,LR/lc
Eugenia laevicaulis,Duthie,LR/lc
Eugenia myriantha,King,DD
Eugenia nitidula,Ridley,LR/nt
Eugenia oreophila,Ridley,LR/lc
Eugenia orites,Ridley,LR/cd
Eugenia pahangensis,Ridley,LR/cd
Eugenia pallidula,Ridley,VU
Eugenia pearsoniana,King,LR/cd
Eugenia perakensis,King,LR/lc
Eugenia pergamentacea,King,LR/lc
Eugenia polita,King,LR/lc
Eugenia praestigiosa,M.R. Henderson,DD
Eugenia prainiana,King,LR/lc
Eugenia pseudoclaviflora,M.R. Henderson,VU
Eugenia quadrata,King,VU
Eugenia quadribracteata,Hend.,LR/lc
Eugenia rhomboidea,Ridley,VU
Eugenia rostadonis,Ridley,DD
Eugenia scalarinervis,King,CR
Eugenia setosa,King,VU
Eugenia swettenhamiana,King,VU
Eugenia symingtoniana,M.R. Henderson,LR/lc
Eugenia tahanensis,Ridley,LR/cd
Eugenia taipingensis,M.R. Henderson,EN
Eugenia tecta,King,LR/cd
Eugenia tekuensis,M.R. Henderson,LR/cd
Eugenia tiumanensis,Ridley,VU
Eugenia variolosa,King,LR/lc
Eugenia watsoniana,M.R. Henderson,LR/cd
Eugenia wrayi,King,LR/lc
Pseudoeugenia perakiana,Scort.,LR/lc
Annona cristalensis,(Alain) Borhidi &amp; Moncada,VU
Annona ekmanii,R.E.Fr.,VU
Pseudoeugenia tenuifolia,Ridley,EN
Tristaniopsis razakiana,(Kochummen) Peter G.Wilson &amp; J.T.Waterh.,LR/cd
Chionanthus caudifolius,(Ridley) Kiew,LR/cd
Chionanthus lancifolius,(Ridley) Kiew,LR/cd
Chionanthus spiciferus,(Ridley) Kiew,VU
Juniperus saxicola,Britton &amp; P.Wilson,CR
Xylopia ekmanii,R.E.Fr.,VU
Hernandia cubensis,Griseb.,CR
Ficus meizonochlamys,Rossb.,EN
Cinnamomum cappara-coronde,Blume,VU
Polyspora hirtella,"(Ridl.) Orel, Peter G.Wilson, Curry &amp; Luu",DD
Polyspora maingayi,"(Dyer) Orel, Peter G.Wilson, Curry &amp; Luu",LC
Polyspora multinervis,"(King) Orel, Peter G.Wilson, Curry &amp; Luu",LC
Gordonia penangensis,Ridley,VU
Polyspora scortechinii,"(King) Orel, Peter G.Wilson, Curry &amp; Luu",CR
Polyspora taipingensis,"(Burkill) Orel, Peter G.Wilson, Curry &amp; Luu",NT
Neea ekmanii,Heimerl,EN
Pisonia ekmani,Heimerl,EN
Lunania dodecandra,C.Wright ex Griseb.,EN
Lunania elongata,Britton &amp; P.Wilson,EN
Chrysophyllum claraense,Urban,CR
Carpodiptera mirabilis,Bisse,CR
Carpodiptera ophiticola,Bisse,EN
Cnidoscolus fragrans,(H.B. K.) Pohl,EX
Cnidoscolus matosii,León,EN
Cnidoscolus rangel,(M.Gómez) McVaugh,EN
Hieronima crassistipula,Urban,CR
Tapura orbicularis,Ekman ex Urb.,VU
Daphnopsis calcicola,Ekman,VU
Vachellia belairioides,(Urb.) Seigler &amp; Ebinger,CR
Vachellia daemon,(Ekman &amp; Urb.) Seigler &amp; Ebinger,EN
Vachellia roigii,(León) Seigler &amp; Ebinger,CR
Vachellia zapatensis,(Urb. &amp; Ekman) Seigler &amp; Ebinger,EN
Pithecellobium savannarum,Britton,VU
Cynometra cubensis,A.Rich.,EN
Ateleia salicifolia,Mohlenbr.,VU
Belairia parvifolia,Britton,VU
Erythrina elenae,R.A.Howard &amp; W.R.Briggs,VU
Harpalyce maisiana,León &amp; Alain,VU
Myrcia arenicola,(Urb.) Z.Acosta &amp; K.Samra,CR
Myrcia flavoviridis,(Urb.) Z.Acosta &amp; K.Samra,CR
Myrcia polyneura,(Urb.) Borhidi,VU
Myrcia pozasiana,(Urb.) Z.Acosta &amp; K.Samra,CR
Myrcia adunca,Z.Acosta &amp; K.Samra,EN
Eugenia aceitillo,Urban,EN
Eugenia acunai,Alain,EN
Eugenia acutissima,Urban &amp; Ekman,CR
Eugenia bayatensis,Urban,EN
Eugenia excisa,Urban,EN
Pimenta cainitoides,(Urban) Burret,VU
Krokia pilotoana,(Urban) Borh.,VU
